ansible/ansible	python	ed56f51f185a1ffd7ea57130d260098686fcc7c2	github.com_ansible_ansible_ed56f51f185a1ffd7ea57130d260098686fcc7c2.patch
ansible/ansible	python	edd1e1723cc937ec9251adf38c1199a00b0bf6d4	github.com_ansible_ansible_edd1e1723cc937ec9251adf38c1199a00b0bf6d4.patch
ansible/ansible	python	f32c42c37aaf7b9db93ea3151b2f42a0c4bd8172	github.com_ansible_ansible_f32c42c37aaf7b9db93ea3151b2f42a0c4bd8172.patch
ansible/ansible	python	f35e825440158ad56a67ba6b4972f2a983594cbe	github.com_ansible_ansible_f35e825440158ad56a67ba6b4972f2a983594cbe.patch
ansible/ansible	python	f610ed3a4eb87eb557200606279796921fa9b722	github.com_ansible_ansible_f610ed3a4eb87eb557200606279796921fa9b722.patch
ansible/ansible	python	ff980afefdbe4ceb828bdb1bb2eef03cf616bf63	github.com_ansible_ansible_ff980afefdbe4ceb828bdb1bb2eef03cf616bf63.patch
antfu/utils	javascript	7f8b16c6181c988bdb96613fbb2533b345f68682	github.com_antfu_utils_7f8b16c6181c988bdb96613fbb2533b345f68682.patch
AntSwordProject/antSword	javascript	4b932e81447b4b0475f4fce45525547395c249d3	github.com_AntSwordProject_antSword_4b932e81447b4b0475f4fce45525547395c249d3.patch
anymail/django-anymail	python	1a6086f2b58478d71f89bf27eb034ed81aefe5ef	github.com_anymail_django-anymail_1a6086f2b58478d71f89bf27eb034ed81aefe5ef.patch
apache/activemq	javascript	ff0746c1909cd6d39bacf49a2be96a65a69d850d	github.com_apache_activemq_ff0746c1909cd6d39bacf49a2be96a65a69d850d.patch
apache/airflow	python	05bd90f563649f2e9c8f0c85cf5838315a665a02	github.com_apache_airflow_05bd90f563649f2e9c8f0c85cf5838315a665a02.patch
apache/airflow	python	12bfb571a895a28a58d3189b0fc10cfc1b89e24c	github.com_apache_airflow_12bfb571a895a28a58d3189b0fc10cfc1b89e24c.patch
apache/airflow	python	150dd927c3297daccab507bc5a5f2c3a32f24d5f	github.com_apache_airflow_150dd927c3297daccab507bc5a5f2c3a32f24d5f.patch
apache/airflow	python	1cb127b9fd22a7dc8e0b82cab8acb7cd4c317c9c	github.com_apache_airflow_1cb127b9fd22a7dc8e0b82cab8acb7cd4c317c9c.patch
apache/airflow	python	1cbb0ad26dd17f218c6ab1c2ae59b262c443a443	github.com_apache_airflow_1cbb0ad26dd17f218c6ab1c2ae59b262c443a443.patch
apache/airflow	python	1d4fd5c6eacab0b88f8660f9d780174434393f1a	github.com_apache_airflow_1d4fd5c6eacab0b88f8660f9d780174434393f1a.patch
apache/airflow	python	28126c12fbdd2cac84e0fbcf2212154085aa5ed9	github.com_apache_airflow_28126c12fbdd2cac84e0fbcf2212154085aa5ed9.patch
apache/airflow	python	2844dad1c762f5c7dd1271866d3661bf66657300	github.com_apache_airflow_2844dad1c762f5c7dd1271866d3661bf66657300.patch
apache/airflow	python	2caa186935151683076b74357daad83d2538a3f6	github.com_apache_airflow_2caa186935151683076b74357daad83d2538a3f6.patch
apache/airflow	python	2dc806367c3dc27df5db4b955d151e789fbc78b0	github.com_apache_airflow_2dc806367c3dc27df5db4b955d151e789fbc78b0.patch
apache/airflow	python	32c571e5926983903ac8b9017c36f14137a797a5	github.com_apache_airflow_32c571e5926983903ac8b9017c36f14137a797a5.patch
apache/airflow	python	3570bbfbea69e2965f91b9964ce28bc268c68129	github.com_apache_airflow_3570bbfbea69e2965f91b9964ce28bc268c68129.patch
apache/airflow	python	38fc9cd823feafd8ec61d5d5c7eddb9e9162f755	github.com_apache_airflow_38fc9cd823feafd8ec61d5d5c7eddb9e9162f755.patch
apache/airflow	python	394a727ac2c18d58978bf186a7a92923460ec110	github.com_apache_airflow_394a727ac2c18d58978bf186a7a92923460ec110.patch
apache/airflow	python	3bd8f020e8b7bdeb7f618bdbdfb3557f117b29d3	github.com_apache_airflow_3bd8f020e8b7bdeb7f618bdbdfb3557f117b29d3.patch
apache/airflow	python	3df1af4c45705d67598753a96debf5619bbfee04	github.com_apache_airflow_3df1af4c45705d67598753a96debf5619bbfee04.patch
apache/airflow	python	409c249121bd9c8902fc2ba551b21873ab41f953	github.com_apache_airflow_409c249121bd9c8902fc2ba551b21873ab41f953.patch
apache/airflow	python	4390524a41fdfd2d57f1d2dc98ad7b4009c8399e	github.com_apache_airflow_4390524a41fdfd2d57f1d2dc98ad7b4009c8399e.patch
apache/airflow	python	45dd0c484e16ff56800cc9c047f56b4a909d2d0d	github.com_apache_airflow_45dd0c484e16ff56800cc9c047f56b4a909d2d0d.patch
apache/airflow	python	4e32546faf227a6497ce8b282fff7450cae6f665	github.com_apache_airflow_4e32546faf227a6497ce8b282fff7450cae6f665.patch
apache/airflow	python	4f1b500c47813c54349b7d3e48df0a444fb4826c	github.com_apache_airflow_4f1b500c47813c54349b7d3e48df0a444fb4826c.patch
apache/airflow	python	50b30e5b92808e91ad9b6b05189f560d58dd8152	github.com_apache_airflow_50b30e5b92808e91ad9b6b05189f560d58dd8152.patch
apache/airflow	python	5679a01919ac9d5153e858f8b1390cbc7915f148	github.com_apache_airflow_5679a01919ac9d5153e858f8b1390cbc7915f148.patch
apache/airflow	python	59707cdf7eacb698ca375b5220af30a39ca1018c	github.com_apache_airflow_59707cdf7eacb698ca375b5220af30a39ca1018c.patch
apache/airflow	python	5c2bb7b0b0e717b11f093910b443243330ad93ca	github.com_apache_airflow_5c2bb7b0b0e717b11f093910b443243330ad93ca.patch
apache/airflow	python	5d1f201bb0411d7060fd4fe49807fd49495f973e	github.com_apache_airflow_5d1f201bb0411d7060fd4fe49807fd49495f973e.patch
apache/airflow	python	5e6f8eb4d5fdcaa713022ee46b1ca9bd2e3ab44e	github.com_apache_airflow_5e6f8eb4d5fdcaa713022ee46b1ca9bd2e3ab44e.patch
apache/airflow	python	63d9b24aad0b4b9397682ddac1ea5824354789b3	github.com_apache_airflow_63d9b24aad0b4b9397682ddac1ea5824354789b3.patch
apache/airflow	python	655ffb835eb4c5343c3f2b4d37b352248f2768ef	github.com_apache_airflow_655ffb835eb4c5343c3f2b4d37b352248f2768ef.patch
apache/airflow	python	6724eeb6210d5965937eaf9dae3e476eb30f8268	github.com_apache_airflow_6724eeb6210d5965937eaf9dae3e476eb30f8268.patch
apache/airflow	python	68cb2daa410a72bcfb548587747afc9c5b946d11	github.com_apache_airflow_68cb2daa410a72bcfb548587747afc9c5b946d11.patch
apache/airflow	python	9fb4814d29d934cef3b02fb3b2547f9fb76aaa97	github.com_apache_airflow_9fb4814d29d934cef3b02fb3b2547f9fb76aaa97.patch
apache/airflow	python	a4a0b5dd3d0ce05311c70bb9a32b66a650dbc0b4	github.com_apache_airflow_a4a0b5dd3d0ce05311c70bb9a32b66a650dbc0b4.patch
apache/airflow	python	ac65b82eeeeaa670e09a83c7da65cbac7e89f8db	github.com_apache_airflow_ac65b82eeeeaa670e09a83c7da65cbac7e89f8db.patch
apache/airflow	python	b3259877fac7330d2b65ca7f96fcfc27243582d6	github.com_apache_airflow_b3259877fac7330d2b65ca7f96fcfc27243582d6.patch
apache/airflow	python	b6836986846058e9e5fa271fb7b22ae721020787	github.com_apache_airflow_b6836986846058e9e5fa271fb7b22ae721020787.patch
apache/airflow	python	b7a46c970d638028a4a7643ad000dcee951fb9ef	github.com_apache_airflow_b7a46c970d638028a4a7643ad000dcee951fb9ef.patch
apache/airflow	python	bcec1df703cd4a01520a90c3f801cca6f97d9bfd	github.com_apache_airflow_bcec1df703cd4a01520a90c3f801cca6f97d9bfd.patch
apache/airflow	python	cf7e0c5aa5ccc7b8a3963b14eadde0c8bc7c4eb7	github.com_apache_airflow_cf7e0c5aa5ccc7b8a3963b14eadde0c8bc7c4eb7.patch
apache/airflow	python	d01248382fe45a5f5a7fdeed4082a80c5f814ad8	github.com_apache_airflow_d01248382fe45a5f5a7fdeed4082a80c5f814ad8.patch
apache/airflow	python	d9dea5ce17f0c5859dc705bba8e6ef22e5659955	github.com_apache_airflow_d9dea5ce17f0c5859dc705bba8e6ef22e5659955.patch
